F_PU9,L_T5,P_J306,S_PU9,ATTACK_FLAG
0.0,2.11,84.98,0.0,0
0.0,2.6,82.62,0.0,0
0.0,3.03,82.47,0.0,0
0.0,3.38,82.59,0.0,0
0.0,3.75,81.97,0.0,0
0.0,3.96,82.29,0.0,0
0.0,3.36,61.0,0.0,0
0.0,2.43,62.07,0.0,0
0.0,1.78,62.25,0.0,0
0.0,1.57,83.5,0.0,0
0.0,2.22,84.13,0.0,0
0.0,2.94,87.19,0.0,0
0.0,3.69,88.14,0.0,0
0.0,3.8,63.87,0.0,0
0.0,3.22,63.3,0.0,0
0.0,2.65,62.33,0.0,0
0.0,2.01,61.36,0.0,0
0.0,1.63,81.76,0.0,0
0.0,2.0,82.33,0.0,0
0.0,2.44,85.06,0.0,0
0.0,2.92,82.35,0.0,0
0.0,3.24,82.38,0.0,0
0.0,3.66,82.76,0.0,0
0.0,4.11,63.69,0.0,0
0.0,3.45,63.01,0.0,0
0.0,2.79,62.23,0.0,0
0.0,2.11,60.89,0.0,0
0.0,1.58,80.29,0.0,0
0.0,1.9,79.89,0.0,0
0.0,2.17,79.56,0.0,0
0.0,2.36,80.55,0.0,0
0.0,2.62,82.41,0.0,0
0.0,3.13,83.32,0.0,0
0.0,3.72,84.07,0.0,0
0.0,3.74,64.86,0.0,0
0.0,3.39,64.49,0.0,0
0.0,3.04,64.13,0.0,0
0.0,2.68,63.5,0.0,0
0.0,2.26,62.75,0.0,0
0.0,1.76,61.57,0.0,0
0.0,1.82,84.87,0.0,0
0.0,2.34,85.03,0.0,0
0.0,2.78,82.38,0.0,0
0.0,3.14,82.79,0.0,0
0.0,3.51,83.52,0.0,0
0.0,3.94,83.23,0.0,0
0.0,3.32,61.62,0.0,0
0.0,2.48,60.45,0.0,0
0.0,1.59,59.48,0.0,0
0.0,1.58,80.52,0.0,0
0.0,1.81,81.4,0.0,0
0.0,2.17,81.36,0.0,0
0.0,2.48,81.66,0.0,0
0.0,2.8,81.03,0.0,0
0.0,2.99,82.77,0.0,0
0.0,3.44,83.11,0.0,0
0.0,3.9,82.84,0.0,0
0.0,3.43,63.7,0.0,0
0.0,2.89,63.64,0.0,0
0.0,2.45,63.52,0.0,0
0.0,2.09,62.82,0.0,0
0.0,1.65,61.35,0.0,0
0.0,1.9,82.9,0.0,0
0.0,2.47,83.73,0.0,0
0.0,3.03,82.6,0.0,0
0.0,3.35,82.61,0.0,0
0.0,3.64,84.31,0.0,0
0.0,3.83,62.6,0.0,0
0.0,3.05,61.43,0.0,0
0.0,2.22,61.23,0.0,0
0.0,1.52,81.15,0.0,0
0.0,1.93,81.27,0.0,0
0.0,2.33,81.49,0.0,0
0.0,2.71,81.89,0.0,0
0.0,3.14,81.05,0.0,0
0.0,3.39,82.06,0.0,0
0.0,3.81,81.48,0.0,0
0.0,3.83,61.75,0.0,0
0.0,2.94,61.57,0.0,0
0.0,2.14,62.14,0.0,0
0.0,1.55,60.33,0.0,0
0.0,1.9,84.68,0.0,0
0.0,2.49,83.62,0.0,0
0.0,3.16,84.0,0.0,0
0.0,3.81,84.95,0.0,0
0.0,3.98,63.75,0.0,0
0.0,3.35,62.99,0.0,0
0.0,2.7,62.23,0.0,0
0.0,2.03,60.06,0.0,0
0.0,1.44,81.76,0.0,0
0.0,1.93,82.49,0.0,0
0.0,2.47,82.79,0.0,0
0.0,3.01,82.65,0.0,0
0.0,3.46,84.21,0.0,0
0.0,3.84,82.91,0.0,0
0.0,3.68,62.1,0.0,0
0.0,2.86,62.72,0.0,0
0.0,2.24,61.69,0.0,0
0.0,1.56,60.0,0.0,0
0.0,1.82,81.82,0.0,0
0.0,2.24,81.74,0.0,0
0.0,2.56,82.3,0.0,0
0.0,2.97,82.37,0.0,0
0.0,3.3,82.68,0.0,0
0.0,3.62,83.81,0.0,0
0.0,4.09,64.49,0.0,0
0.0,3.57,64.34,0.0,0
0.0,3.13,64.24,0.0,0
0.0,2.78,63.07,0.0,0
0.0,2.24,60.9,0.0,0
0.0,1.53,85.82,0.0,0
0.0,2.17,82.16,0.0,0
0.0,2.55,81.72,0.0,0
0.0,2.81,81.96,0.0,0
0.0,3.1,82.65,0.0,0
0.0,3.49,84.87,0.0,0
0.0,3.86,83.73,0.0,0
0.0,3.79,63.16,0.0,0
0.0,3.1,62.53,0.0,0
0.0,2.41,61.87,0.0,0
0.0,1.73,61.05,0.0,0
0.0,1.82,82.44,0.0,0
0.0,2.27,81.34,0.0,0
0.0,2.48,81.61,0.0,0
0.0,2.75,81.26,0.0,0
0.0,2.92,81.6,0.0,0
0.0,3.14,82.79,0.0,0
0.0,3.53,83.21,0.0,0
0.0,4.08,64.61,0.0,0
0.0,3.59,63.89,0.0,0
0.0,3.06,63.72,0.0,0
0.0,2.6,63.39,0.0,0
0.0,2.17,62.74,0.0,0
0.0,1.69,62.36,0.0,0
0.0,1.82,84.2,0.0,0
0.0,2.38,80.98,0.0,0
0.0,2.71,81.18,0.0,0
0.0,3.09,81.33,0.0,0
0.0,3.37,82.39,0.0,0
0.0,3.78,81.97,0.0,0
0.0,3.81,60.95,0.0,0
0.0,2.82,61.83,0.0,0
0.0,2.07,62.18,0.0,0
0.0,1.5,60.66,0.0,0
0.0,1.69,83.77,0.0,0
0.0,2.13,82.15,0.0,0
0.0,2.64,80.98,0.0,0
0.0,2.91,81.22,0.0,0
0.0,3.18,81.49,0.0,0
0.0,3.48,81.74,0.0,0
0.0,3.78,82.52,0.0,0
0.0,3.91,61.68,0.0,0
0.0,3.0,62.44,0.0,0
0.0,2.32,62.31,0.0,0
0.0,1.73,62.35,0.0,0
0.0,1.85,85.77,0.0,0
0.0,2.52,83.83,0.0,0
0.0,3.19,85.46,0.0,0
0.0,3.95,86.61,0.0,0
0.0,3.54,62.02,0.0,0
0.0,2.72,61.9,0.0,0
0.0,2.0,61.69,0.0,0
0.0,1.62,82.08,0.0,0
0.0,2.0,82.65,0.0,0
0.0,2.43,83.5,0.0,0
0.0,2.88,81.26,0.0,0
0.0,3.2,81.6,0.0,0
0.0,3.49,82.17,0.0,0
0.0,3.87,82.65,0.0,0
0.0,3.75,63.55,0.0,0
0.0,3.13,61.88,0.0,0
0.0,2.35,60.19,0.0,0
0.0,1.51,79.81,0.0,0
0.0,1.78,79.3,0.0,0
0.0,1.96,80.26,0.0,0
0.0,2.22,81.2,0.0,0
0.0,2.59,82.79,0.0,0
0.0,3.16,83.37,0.0,0
0.0,3.74,84.0,0.0,0
0.0,3.8,64.63,0.0,0
0.0,3.38,63.83,0.0,0
0.0,2.87,63.13,0.0,0
0.0,2.33,61.78,0.0,0
0.0,1.65,61.11,0.0,0
0.0,1.87,81.62,0.0,0
0.0,2.3,81.04,0.0,0
0.0,2.59,82.19,0.0,0
0.0,2.97,82.65,0.0,0
0.0,3.39,83.34,0.0,0
0.0,3.84,84.62,0.0,0
0.0,3.59,63.16,0.0,0
0.0,2.93,62.8,0.0,0
0.0,2.32,61.3,0.0,0
0.0,1.57,60.94,0.0,0
0.0,1.91,81.59,0.0,0
0.0,2.27,81.59,0.0,0
0.0,2.59,81.68,0.0,0
0.0,2.92,81.22,0.0,0
0.0,3.14,81.61,0.0,0
0.0,3.39,83.34,0.0,0
0.0,3.87,84.76,0.0,0
0.0,3.62,64.24,0.0,0
0.0,3.15,64.36,0.0,0
0.0,2.83,63.93,0.0,0
0.0,2.47,63.64,0.0,0
0.0,2.14,62.94,0.0,0
0.0,1.71,62.11,0.0,0
0.0,1.78,85.21,0.0,0
0.0,2.35,84.65,0.0,0
0.0,2.75,82.35,0.0,0
0.0,3.1,82.73,0.0,0
0.0,3.47,82.57,0.0,0
0.0,3.78,82.96,0.0,0
0.0,3.71,62.31,0.0,0
0.0,2.9,61.76,0.0,0
0.0,2.14,59.93,0.0,0
0.0,1.51,79.46,0.0,0
0.0,1.71,79.75,0.0,0
0.0,1.95,80.1,0.0,0
0.0,2.23,80.12,0.0,0
0.0,2.5,79.94,0.0,0
0.0,2.72,81.65,0.0,0
0.0,3.12,82.24,0.0,0
0.0,3.57,81.9,0.0,0
0.0,3.93,83.18,0.0,0
0.0,3.47,64.1,0.0,0
0.0,3.01,63.93,0.0,0
0.0,2.61,63.51,0.0,0
0.0,2.2,62.64,0.0,0
0.0,1.7,62.89,0.0,0
0.0,1.81,82.33,0.0,0
0.0,2.35,81.78,0.0,0
0.0,2.75,81.78,0.0,0
0.0,3.12,81.94,0.0,0
0.0,3.46,83.29,0.0,0
0.0,4.0,84.85,0.0,0
0.0,3.22,61.74,0.0,0
0.0,2.4,61.67,0.0,0
0.0,1.69,60.19,0.0,0
0.0,1.76,81.48,0.0,0
0.0,2.18,81.5,0.0,0
0.0,2.55,82.24,0.0,0
0.0,2.99,81.81,0.0,0
0.0,3.35,81.78,0.0,0
0.0,3.64,81.67,0.0,0
0.0,3.82,82.19,0.0,0
0.0,3.79,62.27,0.0,0
0.0,2.97,61.62,0.0,0
0.0,2.18,62.21,0.0,0
0.0,1.59,61.98,0.0,0
0.0,2.0,87.78,0.0,0
0.0,2.76,86.02,0.0,0
0.0,3.52,86.34,0.0,0
0.0,3.88,64.46,0.0,0
0.0,3.4,63.78,0.0,0
0.0,2.88,62.55,0.0,0
0.0,2.24,61.4,0.0,0
0.0,1.51,60.25,0.0,0
0.0,1.86,81.32,0.0,0
0.0,2.26,81.48,0.0,0
0.0,2.66,80.97,0.0,0
0.0,2.92,82.32,0.0,0
0.0,3.41,84.58,0.0,0
0.0,3.88,82.15,0.0,0
0.0,3.68,62.44,0.0,0
0.0,2.9,61.91,0.0,0
0.0,2.15,61.58,0.0,0
0.0,1.47,80.34,0.0,0
0.0,1.78,80.09,0.0,0
0.0,2.0,79.97,0.0,0
0.0,2.2,81.17,0.0,0
0.0,2.57,82.39,0.0,0
0.0,3.09,84.08,0.0,0
0.0,3.79,84.03,0.0,0
0.0,3.85,64.43,0.0,0
0.0,3.37,64.34,0.0,0
0.0,2.98,63.33,0.0,0
0.0,2.46,62.7,0.0,0
0.0,1.91,60.72,0.0,0
0.0,1.69,82.16,0.0,0
0.0,2.17,84.91,0.0,0
0.0,2.64,82.19,0.0,0
0.0,2.99,83.08,0.0,0
0.0,3.43,83.42,0.0,0
0.0,3.82,85.5,0.0,0
0.0,3.65,63.85,0.0,0
0.0,3.1,62.43,0.0,0
0.0,2.4,62.07,0.0,0
0.0,1.75,61.54,0.0,0
0.0,1.74,84.41,0.0,0
0.0,2.2,82.18,0.0,0
0.0,2.63,82.31,0.0,0
0.0,3.02,81.6,0.0,0
0.0,3.27,82.27,0.0,0
0.0,3.6,82.19,0.0,0
0.0,3.89,83.41,0.0,0
0.0,3.49,62.8,0.0,0
0.0,2.79,63.27,0.0,0
0.0,2.29,63.16,0.0,0
0.0,1.88,62.54,0.0,0
0.0,1.42,85.87,0.0,0
0.0,2.13,85.2,0.0,0
0.0,2.87,83.61,0.0,0
0.0,3.31,83.09,0.0,0
0.0,3.71,82.65,0.0,0
0.0,3.97,82.91,0.0,0
0.0,3.44,62.28,0.0,0
0.0,2.67,62.1,0.0,0
0.0,1.98,60.72,0.0,0
0.0,1.57,83.86,0.0,0
0.0,1.89,81.91,0.0,0
0.0,2.39,81.12,0.0,0
0.0,2.71,81.97,0.0,0
0.0,3.14,82.28,0.0,0
0.0,3.58,81.58,0.0,0
0.0,3.88,81.95,0.0,0
0.0,3.68,62.32,0.0,0
0.0,2.88,60.39,0.0,0
0.0,1.94,60.03,0.0,0
0.0,1.64,81.5,0.0,0
0.0,2.12,82.47,0.0,0
0.0,2.71,85.13,0.0,0
0.0,3.33,86.2,0.0,0
0.0,3.98,85.19,0.0,0
0.0,3.9,64.01,0.0,0
0.0,3.33,63.3,0.0,0
0.0,2.74,62.57,0.0,0
0.0,2.12,60.28,0.0,0
0.0,1.58,80.81,0.0,0
0.0,1.91,81.44,0.0,0
0.0,2.31,82.4,0.0,0
0.0,2.76,83.42,0.0,0
0.0,3.31,83.39,0.0,0
0.0,3.75,83.35,0.0,0
0.0,3.87,63.15,0.0,0
0.0,3.16,61.72,0.0,0
0.0,2.35,61.91,0.0,0
0.0,1.69,60.84,0.0,0
0.0,1.87,83.67,0.0,0
0.0,2.19,80.88,0.0,0
0.0,2.43,80.49,0.0,0
0.0,2.56,81.41,0.0,0
0.0,2.85,81.72,0.0,0
0.0,3.18,82.47,0.0,0
0.0,3.56,84.36,0.0,0
0.0,3.9,64.46,0.0,0
0.0,3.42,64.04,0.0,0
0.0,2.95,63.74,0.0,0
0.0,2.52,63.0,0.0,0
0.0,2.02,62.54,0.0,0
0.0,1.53,61.4,0.0,0
0.0,2.03,82.57,0.0,0
0.0,2.51,85.81,0.0,0
0.0,3.02,82.83,0.0,0
0.0,3.38,83.44,0.0,0
0.0,3.79,83.3,0.0,0
0.0,3.88,63.63,0.0,0
0.0,3.25,63.02,0.0,0
0.0,2.62,62.02,0.0,0
0.0,1.93,61.08,0.0,0
0.0,1.51,83.74,0.0,0
0.0,1.97,81.69,0.0,0
0.0,2.42,81.91,0.0,0
0.0,2.87,81.22,0.0,0
0.0,3.21,80.53,0.0,0
0.0,3.38,80.5,0.0,0
0.0,3.54,81.48,0.0,0
0.0,3.9,83.3,0.0,0
0.0,3.56,63.91,0.0,0
0.0,3.04,63.63,0.0,0
0.0,2.56,63.67,0.0,0
0.0,2.21,63.33,0.0,0
0.0,1.86,62.98,0.0,0
0.0,1.51,62.26,0.0,0
0.0,1.92,83.24,0.0,0
0.0,2.57,85.17,0.0,0
0.0,3.15,82.63,0.0,0
0.0,3.53,82.71,0.0,0
0.0,3.86,82.88,0.0,0
0.0,3.53,61.73,0.0,0
0.0,2.67,60.2,0.0,0
0.0,1.73,60.64,0.0,0
0.0,1.79,82.35,0.0,0
0.0,2.22,81.58,0.0,0
0.0,2.54,81.18,0.0,0
0.0,2.76,81.62,0.0,0
0.0,3.04,81.98,0.0,0
0.0,3.35,81.65,0.0,0
0.0,3.58,82.07,0.0,0
0.0,3.85,82.6,0.0,0
0.0,3.61,62.33,0.0,0
0.0,2.82,61.49,0.0,0
0.0,2.03,62.86,0.0,0
0.0,1.61,61.97,0.0,0
0.0,1.99,86.35,0.0,0
0.0,2.7,84.4,0.0,0
0.0,3.37,84.76,0.0,0
0.0,3.98,64.99,0.0,0
0.0,3.6,63.61,0.0,0
0.0,3.01,62.21,0.0,0
0.0,2.29,60.62,0.0,0
0.0,1.45,81.96,0.0,0
0.0,1.84,82.41,0.0,0
0.0,2.31,82.53,0.0,0
0.0,2.75,82.91,0.0,0
0.0,3.18,82.96,0.0,0
0.0,3.59,83.54,0.0,0
0.0,4.02,63.64,0.0,0
0.0,3.37,62.86,0.0,0
0.0,2.69,62.36,0.0,0
0.0,2.05,61.95,0.0,0
0.0,1.44,80.13,0.0,0
0.0,1.78,79.64,0.0,0
0.0,2.0,79.7,0.0,0
0.0,2.2,80.09,0.0,0
0.0,2.47,81.34,0.0,0
0.0,2.82,83.13,0.0,0
0.0,3.42,83.47,0.0,0
0.0,3.99,84.73,0.0,0
0.0,3.85,64.65,0.0,0
0.0,3.42,64.27,0.0,0
0.0,3.0,63.94,0.0,0
0.0,2.61,61.99,0.0,0
0.0,1.92,61.94,0.0,0
0.0,1.66,81.44,0.0,0
0.0,2.09,83.49,0.0,0
0.0,2.5,85.05,0.0,0
0.0,2.94,84.56,0.0,0
0.0,3.62,82.6,0.0,0
0.0,3.92,83.7,0.0,0
0.0,3.51,63.17,0.0,0
0.0,2.86,61.82,0.0,0
0.0,2.11,60.95,0.0,0
0.0,1.58,82.33,0.0,0
0.0,2.09,81.53,0.0,0
0.0,2.45,81.54,0.0,0
0.0,2.76,81.69,0.0,0
0.0,3.07,82.1,0.0,0
0.0,3.45,81.98,0.0,0
0.0,3.73,82.87,0.0,0
0.0,3.74,63.95,0.0,0
0.0,3.19,63.56,0.0,0
0.0,2.67,63.43,0.0,0
0.0,2.23,62.95,0.0,0
0.0,1.78,62.56,0.0,0
0.0,1.74,83.27,0.0,0
0.0,2.36,82.76,0.0,0
0.0,2.85,83.65,0.0,0
0.0,3.38,85.56,0.0,0
0.0,3.78,83.93,0.0,0
0.0,3.63,62.68,0.0,0
0.0,2.89,62.43,0.0,0
0.0,2.23,61.69,0.0,0
0.0,1.55,60.37,0.0,0
0.0,1.88,82.45,0.0,0
0.0,2.31,81.46,0.0,0
0.0,2.69,81.95,0.0,0
0.0,3.12,84.54,0.0,0
0.0,3.59,81.27,0.0,0
0.0,3.86,80.67,0.0,0
0.0,3.98,81.07,0.0,0
0.0,3.39,61.87,0.0,0
0.0,2.57,61.17,0.0,0
0.0,1.76,61.09,0.0,0
0.0,1.63,82.57,0.0,0
0.0,2.25,82.6,0.0,0
0.0,2.8,83.54,0.0,0
0.0,3.44,86.63,0.0,0
0.0,4.16,64.84,0.0,0
0.0,3.7,62.82,0.0,0
0.0,2.97,63.59,0.0,0
0.0,2.5,62.61,0.0,0
0.0,1.93,60.26,0.0,0
0.0,1.67,83.16,0.0,0
0.0,2.07,84.67,0.0,0
0.0,2.6,82.55,0.0,0
0.0,3.09,84.11,0.0,0
0.0,3.75,82.28,0.0,0
0.0,3.81,62.79,0.0,0
0.0,3.06,62.14,0.0,0
0.0,2.33,60.94,0.0,0
0.0,1.52,60.69,0.0,0
0.0,1.69,81.91,0.0,0
0.0,2.18,81.7,0.0,0
0.0,2.52,82.17,0.0,0
0.0,2.92,81.42,0.0,0
0.0,3.13,82.57,0.0,0
0.0,3.49,83.73,0.0,0
0.0,3.98,83.4,0.0,0
0.0,3.45,64.0,0.0,0
0.0,2.96,63.68,0.0,0
0.0,2.51,63.77,0.0,0
0.0,2.2,62.55,0.0,0
